0	1	5
0	7496	5
0	7497	5
0	23691	5
0	23696	5
0	46295	5
0	46299	5
0	46302	5
0	71195	5
1	23699	5
1	46315	5
1	46335	5
1	46336	5
1	46346	5
1	46347	5
1	46348	5
2	4	5
2	7500	5
2	7501	5
2	18811	5
2	23719	5
2	23720	5
2	23721	5
2	23722	5
2	23723	5
2	23726	5
2	23727	5
2	23728	5
2	23729	5
2	23732	5
2	23733	5
2	23734	5
2	23736	5
2	23737	5
2	23738	5
2	23739	5
2	23741	5
2	23742	5
2	23743	5
2	23744	5
2	23747	5
2	23748	5
2	23749	5
2	23750	5
2	23751	5
2	23752	5
2	23753	5
2	46298	5
2	46383	5
2	46384	5
2	46385	5
2	46386	5
2	46388	5
2	46389	5
2	46390	5
2	46391	5
2	46392	5
2	46393	5
2	46394	5
2	46395	5
2	46396	5
2	46397	5
2	46398	5
2	46399	5
2	46400	5
2	46401	5
2	46403	5
2	46404	5
2	46405	5
2	46406	5
2	46407	5
2	71201	5
2	71202	5
2	71203	5
2	71204	5
2	71205	5
2	71206	5
2	71207	5
2	71209	5
2	71210	5
2	71211	5
3	5	5
3	7503	5
3	7504	5
3	18814	5
3	23754	5
3	23760	5
3	23768	5
3	46411	5
3	46412	5
3	46413	5
3	46417	5
3	46432	5
3	46433	5
3	46436	5
4	23791	5
4	46308	5
4	46455	5
4	46464	5
4	46467	5
4	46476	5
4	46477	5
4	46478	5
4	71197	5
5	8	5
5	12	5
5	13	5
5	14	5
5	7507	5
5	7508	5
5	7510	5
5	7516	5
5	7517	5
5	7520	5
5	18817	5
5	18820	5
5	18823	5
5	18824	5
5	23805	5
5	23806	5
5	23810	5
5	23811	5
5	23812	5
5	23813	5
5	23814	5
5	23816	5
5	23824	5
5	23825	5
5	23828	5
5	23831	5
5	23838	5
5	23844	5
5	23859	5
5	23861	5
5	23868	5
5	23874	5
5	23879	5
5	23881	5
5	23885	5
5	23891	5
5	23893	5
5	46485	5
5	46491	5
5	46496	5
5	46497	5
5	46499	5
5	46501	5
5	46502	5
5	46505	5
5	46512	5
5	46517	5
5	46518	5
5	46521	5
5	46525	5
5	46527	5
5	46531	5
5	46532	5
5	46533	5
5	46534	5
5	46541	5
5	46542	5
5	46545	5
5	46547	5
5	46550	5
5	46552	5
5	46556	5
5	46559	5
5	46561	5
5	46562	5
5	46567	5
5	46568	5
5	46569	5
5	46570	5
5	46573	5
5	46574	5
5	46581	5
5	46585	5
5	46588	5
5	46592	5
5	71218	5
5	71219	5
5	71220	5
5	71226	5
5	71227	5
5	71228	5
6	16	5
6	23896	5
6	23900	5
6	23901	5
6	23904	5
6	23924	5
6	23929	5
6	23938	5
6	46335	5
6	46457	5
6	46472	5
6	46600	5
6	46605	5
6	46608	5
6	46614	5
6	46630	5
6	46636	5
7	17	5
7	20	5
7	22	5
7	24	5
7	25	5
7	26	5
7	28	5
7	29	5
7	7525	5
7	18826	5
7	23889	5
7	23945	5
7	23947	5
7	23949	5
