0	0	4
0	7498	4
0	23694	4
0	23695	4
0	46296	4
0	46297	4
0	46300	4
0	46303	4
0	46304	4
1	2	4
1	23697	4
1	23698	4
1	23702	4
1	46306	4
1	46311	4
1	46313	4
1	46314	4
1	46320	4
1	46321	4
1	46323	4
1	46326	4
1	46328	4
1	46331	4
1	46332	4
1	46334	4
1	46339	4
1	46341	4
1	46344	4
1	46349	4
2	3	4
2	23731	4
2	23746	4
2	46408	4
2	71212	4
3	18812	4
3	18813	4
3	23759	4
3	23762	4
3	23763	4
3	23765	4
3	23766	4
3	23770	4
3	46315	4
3	46409	4
3	46414	4
3	46416	4
3	46418	4
3	46425	4
3	46427	4
3	46429	4
3	46431	4
3	46434	4
3	46435	4
3	46437	4
3	71213	4
3	71214	4
4	6	4
4	23787	4
4	23790	4
4	23793	4
4	23794	4
4	23797	4
4	46325	4
4	46451	4
4	46458	4
4	46460	4
4	46461	4
4	46469	4
4	46471	4
4	46472	4
4	46473	4
4	46475	4
5	7	4
5	10	4
5	11	4
5	15	4
5	7511	4
5	7514	4
5	7515	4
5	7518	4
5	7521	4
5	15614	4
5	15615	4
5	18816	4
5	18821	4
5	18822	4
5	23770	4
5	23786	4
5	23804	4
5	23808	4
5	23809	4
5	23815	4
5	23817	4
5	23818	4
5	23819	4
5	23820	4
5	23822	4
5	23823	4
5	23827	4
5	23830	4
5	23835	4
5	23836	4
5	23837	4
5	23839	4
5	23840	4
5	23841	4
5	23842	4
5	23843	4
5	23847	4
5	23849	4
5	23850	4
5	23851	4
5	23852	4
5	23853	4
5	23854	4
5	23856	4
5	23860	4
5	23862	4
5	23863	4
5	23865	4
5	23867	4
5	23869	4
5	23870	4
5	23871	4
5	23872	4
5	23875	4
5	23876	4
5	23877	4
5	23878	4
5	23880	4
5	23882	4
5	23883	4
5	23884	4
5	23887	4
5	23890	4
5	23892	4
5	23894	4
5	23895	4
5	46303	4
5	46452	4
5	46482	4
5	46483	4
5	46484	4
5	46486	4
5	46487	4
5	46488	4
5	46490	4
5	46493	4
5	46495	4
5	46498	4
5	46500	4
5	46507	4
5	46511	4
5	46515	4
5	46516	4
5	46522	4
5	46526	4
5	46528	4
5	46529	4
5	46530	4
5	46535	4
5	46538	4
5	46539	4
5	46540	4
5	46548	4
5	46549	4
5	46554	4
5	46557	4
5	46558	4
5	46563	4
5	46564	4
5	46566	4
5	46572	4
5	46575	4
5	46580	4
5	46582	4
5	46584	4
5	46586	4
5	46589	4
5	46593	4
5	46594	4
5	46595	4
5	71221	4
5	71225	4
5	71229	4
6	7522	4
6	23690	4
6	23698	4
6	23701	4
6	23706	4
6	23793	4
6	23871	4
6	23898	4
6	23902	4
6	23903	4
6	23911	4
6	23912	4
6	23914	4
6	23915	4
6	23918	4
6	23919	4
6	23921	4
6	23922	4
6	23923	4
6	23925	4
6	23926	4
6	23928	4
6	23930	4
6	23931	4
6	23932	4
6	23933	4
6	23934	4
6	46308	4
6	46330	4
6	46597	4
6	46599	4
