0	0	4
0	1	5
0	7495	3
0	7496	5
0	7497	5
0	7498	4
0	23688	3
0	23689	2
0	23690	3
0	23691	5
0	23692	3
0	23693	3
0	23694	4
0	23695	4
0	23696	5
0	46295	5
0	46296	4
0	46297	4
0	46298	3
0	46299	5
0	46300	4
0	46301	3
0	46302	5
0	46303	4
0	46304	4
0	71195	5
1	2	4
1	23697	4
1	23698	4
1	23699	5
1	23700	3
1	23701	3
1	23702	4
1	23703	1
1	23704	3
1	23705	2
1	23706	3
1	46305	3
1	46306	4
1	46307	3
1	46308	3
1	46309	2
1	46310	1
1	46311	4
1	46312	2
1	46313	4
1	46314	4
1	46315	5
1	46316	3
1	46317	3
1	46318	3
1	46319	3
1	46320	4
1	46321	4
1	46322	3
1	46323	4
1	46324	1
1	46325	3
1	46326	4
1	46327	3
1	46328	4
1	46329	3
1	46330	3
1	46331	4
1	46332	4
1	46333	3
1	46334	4
1	46335	5
1	46336	5
1	46337	2
1	46338	3
1	46339	4
1	46340	3
1	46341	4
1	46342	3
1	46343	3
1	46344	4
1	46345	2
1	46346	5
1	46347	5
1	46348	5
1	46349	4
2	3	4
2	4	5
2	7499	1
2	7500	5
2	7501	5
2	18811	5
2	23719	5
2	23720	5
2	23721	5
2	23722	5
2	23723	5
2	23724	2
2	23725	1
2	23726	5
2	23727	5
2	23728	5
2	23729	5
2	23730	3
2	23731	4
2	23732	5
2	23733	5
2	23734	5
2	23735	3
2	23736	5
2	23737	5
2	23738	5
2	23739	5
2	23740	1
2	23741	5
2	23742	5
2	23743	5
2	23744	5
2	23745	2
2	23746	4
2	23747	5
2	23748	5
2	23749	5
2	23750	5
2	23751	5
2	23752	5
2	23753	5
2	46298	5
2	46383	5
2	46384	5
2	46385	5
2	46386	5
2	46387	1
2	46388	5
2	46389	5
2	46390	5
2	46391	5
2	46392	5
2	46393	5
2	46394	5
2	46395	5
2	46396	5
2	46397	5
2	46398	5
2	46399	5
2	46400	5
2	46401	5
2	46402	1
2	46403	5
2	46404	5
2	46405	5
2	46406	5
2	46407	5
2	46408	4
2	71201	5
2	71202	5
2	71203	5
2	71204	5
2	71205	5
2	71206	5
2	71207	5
